Image,URL
92cf1b00-e008-11ed-8df1-d74cbf1089d7.jpg,https://ichef.bbci.co.uk/ace/ws/793/cpsprodpb/52ea/live/92cf1b00-e008-11ed-8df1-d74cbf1089d7.jpg.webp
ab635f50-e008-11ed-8df1-d74cbf1089d7.jpg,https://ichef.bbci.co.uk/ace/ws/800/cpsprodpb/ece4/live/ab635f50-e008-11ed-8df1-d74cbf1089d7.jpg.webp
c008b630-e008-11ed-8df1-d74cbf1089d7.jpg,https://ichef.bbci.co.uk/ace/ws/524/cpsprodpb/3821/live/c008b630-e008-11ed-8df1-d74cbf1089d7.jpg.webp
df475e70-e008-11ed-8df1-d74cbf1089d7.jpg,https://ichef.bbci.co.uk/ace/ws/749/cpsprodpb/fe86/live/df475e70-e008-11ed-8df1-d74cbf1089d7.jpg.webp
d1fbbe50-e008-11ed-8df1-d74cbf1089d7.jpg,https://ichef.bbci.co.uk/ace/ws/800/cpsprodpb/976d/live/d1fbbe50-e008-11ed-8df1-d74cbf1089d7.jpg.webp
_126704998_99b15558-5a78-4c02-8e1f-3a9ca3821f4d.png,https://ichef.bbci.co.uk/ace/ws/800/cpsprodpb/15F54/production/_126704998_99b15558-5a78-4c02-8e1f-3a9ca3821f4d.png.webp
_126704996_2dd5ac7e-bf39-4893-ab49-1b8771f5cc3d.png,https://ichef.bbci.co.uk/ace/ws/800/cpsprodpb/11134/production/_126704996_2dd5ac7e-bf39-4893-ab49-1b8771f5cc3d.png.webp
_126705072_bc9a2095-59ad-4375-8285-27411bf8b9e1.png,https://ichef.bbci.co.uk/ace/ws/800/cpsprodpb/69AA/production/_126705072_bc9a2095-59ad-4375-8285-27411bf8b9e1.png.webp
_126704993_fb148dd9-381c-4cb8-8cfd-7fb0a8a88fdd.png,https://ichef.bbci.co.uk/ace/ws/800/cpsprodpb/9C04/production/_126704993_fb148dd9-381c-4cb8-8cfd-7fb0a8a88fdd.png.webp
_126705074_0c09da49-3433-4cbf-b4a0-a2ffe7e68a9f-1.png,https://ichef.bbci.co.uk/ace/ws/800/cpsprodpb/B7CA/production/_126705074_0c09da49-3433-4cbf-b4a0-a2ffe7e68a9f-1.png.webp
_126299032_11capture.jpg,https://ichef.bbci.co.uk/ace/ws/800/cpsprodpb/5A3B/production/_126299032_11capture.jpg.webp
_126299642_12capture.jpg,https://ichef.bbci.co.uk/ace/ws/800/cpsprodpb/607B/production/_126299642_12capture.jpg.webp
_126299644_13capture.jpg,https://ichef.bbci.co.uk/ace/ws/800/cpsprodpb/AE9B/production/_126299644_13capture.jpg.webp
_126299646_14capture.jpg,https://ichef.bbci.co.uk/ace/ws/800/cpsprodpb/FCBB/production/_126299646_14capture.jpg.webp
_126299648_15capture.jpg,https://ichef.bbci.co.uk/ace/ws/800/cpsprodpb/14ADB/production/_126299648_15capture.jpg.webp
_113970328_untitled.png,https://ichef.bbci.co.uk/ace/ws/640/cpsprodpb/14183/production/_113970328_untitled.png.webp
_114609613_trump_corona_tamil_1609_640-nc.png,https://ichef.bbci.co.uk/ace/ws/800/cpsprodpb/7BCA/production/_114609613_trump_corona_tamil_1609_640-nc.png.webp
26222060-b05a-11ee-8f07-bbfdfa890097.jpg,https://ichef.bbci.co.uk/ace/ws/641/cpsprodpb/681f/live/26222060-b05a-11ee-8f07-bbfdfa890097.jpg.webp
fe5dc2e0-c8ca-11ed-95f8-0154daa64c44.jpg,https://ichef.bbci.co.uk/ace/ws/800/cpsprodpb/d9e1/live/fe5dc2e0-c8ca-11ed-95f8-0154daa64c44.jpg.webp
hindutamil_import_hindu_uploads_news_2016_05_20_xlarge_80415,https://media.assettype.com/hindutamil%2Fimport%2Fhindu%2Fuploads%2Fnews%2F2016%2F05%2F20%2Fxlarge%2F80415.jpg?w=1200&auto=format%2Ccompress&fit=max
hindutamil_import_hindu_uploads_news_2020_11_22_xlarge_603897,https://media.assettype.com/hindutamil%2Fimport%2Fhindu%2Fuploads%2Fnews%2F2020%2F11%2F22%2Fxlarge%2F603897.jpg?w=1200&auto=format%2Ccompress&fit=max
hindutamil_import_hindu_uploads_news_2017_05_10_xlarge_217531,https://media.assettype.com/hindutamil%2Fimport%2Fhindu%2Fuploads%2Fnews%2F2017%2F05%2F10%2Fxlarge%2F217531.jpg?w=1200&auto=format%2Ccompress&fit=max
140407154530_rwanda_genocide_624_tamil.gif,https://ichef.bbci.co.uk/ace/ws/624/amz/worldservice/live/assets/images/2014/04/07/140407154530_rwanda_genocide_624_tamil.gif.webp
dailythanthi_import_h-upload_2025_09_15_44511440-0,https://media.assettype.com/dailythanthi%2Fimport%2Fh-upload%2F2025%2F09%2F15%2F44511440-0.webp?w=1200&auto=format%2Ccompress&fit=max
